authors,count
Joe Meno,1
Grant Morrison/Chris Weston/Ivan Reis,1
Ivan T. Sanderson/David Hatcher Childress,1
Warren Ellis/Darick Robertson,1
Warren Ellis/Darick Robertson/Rodney Ramos/Patrick Stewart,1
Warren Ellis/Darick Robertson/Rodney Ramos/Keith Akin,1
Joseph Vargo/Christine Filipak/Eric Muss-Barnes/Jalone J. Haessig/Joseph Iorillo/Robert Michaels/Russell Novotny/James Pipik,1
Yu Aida/Hiroshi Aida,1
Ed Dorn,1
Antony Johnston/Christopher Mitten,1
Jennifer Hendricks/Gordon Hendricks,1
Watchman Nee,1
Robert Ferrigno,1
Philip K. Dick/James Tiptree Jr.,1
Philip K. Dick/David Alabort/Manuel Espín,1
Ali Vali,1
Jean Baudrillard/James Benedict,1
Jean Baudrillard/Chris     Turner,1
Chris Horrocks/Zoran Jevtić,1
Jean-Paul Sartre/James  Wood/Robert Baldick,1
Jean-Jacques Rousseau,1
Donald Kagan,1
Jo Clayton/Jo Clayton,1
Lidia Matticchio Bastianich/David Nussbaum/Christopher Hirsheimer,1
Lidia Matticchio Bastianich/Tanya Bastianich Manuali/David Nussbaum/Christopher Hirsheimer,1
T.Z. Lavine,1
Jane Robins,1
Albert Ellis,1
David Ellis,1
Shannon Drake,1
Brenda Novak,1
Ann  O'Leary,1
Deborah Woodworth,1
Joseph O'Connor/Diethard Herles/Pauline McLynn/Gerard Stembridge/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Tom Humphries/Donal O'Kelly,1
Marian Keyes/Roxane Azimi,1
Wendy Markham,1
Ai Morinaga,1
Neil deGrasse Tyson/Stephen Tyson,1
Herman Melville/Warner Berthoff,1
Herman Melville/Robert Penn Warren,1
Herman Melville/Harrison Hayford,1
E.J. Wagner,1
Arthur Conan Doyle/John Gielgud/Ralph Richardson/Orson Welles,1
Nick Rennison,1
Candace Schuler,1
Franz Kafka/Nahum N. Glatzer/John Updike/Willa Muir/Edwin Muir/Tania Stern/James Stern/Ernst Kaiser/Eithne Wilkins,1
Franz Kafka/Willa Muir/Edwin Muir/Klaus Mann/E.L. Doctorow,1
Franz Kafka/Willa Muir/Edwin Muir/Gabriel Josipovici,1
Gilles Deleuze/Félix Guattari/Franz Kafka,1
Jacob Grimm/Wilhelm Grimm/Maria Tatar/A.S. Byatt/George Cruikshank/Paul Hey/Walter Crane/Warwick Goble/Kay Nielsen/Arthur Rackham,1
Jacob Grimm/Wilhelm Grimm,1
Jacob Grimm/Wilhelm Grimm/Jack D. Zipes/Johnny Gruelle,1
Kaoru Mori/森 薫,1
Jo Clayton/Kevin Andrew Murphy,1
Michael D. Oates/Larbi Oukada,1
Roland Barthes/Stephen Heath,1
Roland Barthes/Matthew    Ward/Richard Howard,1
Roland Barthes/Richard Miller,1
Umberto Eco/Jean-Noël Schifano,1
Manuel Rivas,1
Jeremy Rifkin/Ralph Fowler,1
Pablo Neruda/William O'Daly,1
Yasuhiro Kano,1
Molly C. Lee/Angela J. Linn/Chase Hensel/James H. Barker,1
Norman Sherry,1
Graham Greene/Pico Iyer,1
Graham Greene/John Updike,1
Graham Greene/Christopher Hitchens,1
Graham Greene/Paul Theroux,1
Graham Greene/Robert  Stone,1
David Levithan/Patricia McCormick/Matthue Roth/Kevin Waltman/Samantha Schutz/Coe Booth/Eddie de Oliveira/Tanuja Desai Hidier/Kevin Brooks/Chris Wooding/Markus Zusak/Brian James/Kristen Kemp/Eireann Corrigan/Christopher Krovatin/Billy Merrell,1
Bryan Magee/Myles Burnyeat/Martha C. Nussbaum/Anthony Kenny/Bernard Williams/Anthony Quinton/Michael  Ayres/John Passmore/Geoffrey Warnock/Peter Singer/Frederick Charles Copleston/J. P. Stern/Hubert L. Dreyfus/Sidney Morgenbesser/A.J. Ayer/John Rogers Searle,1
Bryan Magee/Isaiah Berlin/Charles Taylor/Herbert Marcuse/William Barrett/Anthony Quinton/A.J. Ayer/Bernard Williams/R. M. Hare/Willard Van Orman Quine/John Rogers Searle/Noam Chomsky/Hilary Putnam/Ronald Dworkin/Iris Murdoch/Ernest Gellner,1
Bryan Magee,1
Lynn Keller/Lynn Keller,1
Ross Garnaut,1
James Joyce/Margot Norris/Hans Walter Gabler/Walter Hettche,1
James Joyce/Robert Scholes/A. Walton Litz,1
James Joyce/Frank McCourt/Donal Donnelly/Ciaran Hinds/Colm Meaney/Malachy McCourt,1
Adam  Sexton/G. Tubach,1
Pierdomenico Baccalario/Iacopo Bruno/Laura Zuccotti/Leah D. Janeczko/Beth Dunfey,1
Michael Korda,1
Lidia Matticchio Bastianich/Jay Jacobs,1
Federico García Lorca/W.S. Merwin/Langston Hughes,1
Federico García Lorca/Christopher Maurer,1
Richard E. Neustadt,1
William J. Bennett/Michael Hague,1
Josiah Bunting/Arthur M. Schlesinger Jr.,1
Weldon Thornton,1
Ernle Bradford,1
Bruce Arnold,1
Tony Hawks,1
Chris Kubica/Chris Kubica,1
Kate Klise/M. Sarah Klise,1
Pimsleur Language Programs,1
Anna Deavere Smith,1
Jessica Porter/Michio Kushi,1
Sandra Cisneros/Elena Poniatowska,1
Jack Kerouac/Ann  Douglas,1
Katharine McMahon,1
Margery Facklam/Sylvia Long/Liliana Valenzuela,1
Caroline Sharp/Elizabeth Gilbert,1
Bill Brittain/Andrew Glass,1
Jack Weatherford,1
Sarah Ban Breathnach,1
George E. Stanley,1
Fulton J. Sheen,1
Stephen P. Maran,1
Dinah L. Moché,1
Philip Plait,1
Richard Buxton,1
Edith Hamilton/Steele Savage,1
Alex Ross/Geoff Spear/Chip Kidd,1
John Lindow,1
William F. Russell,1
Peter M. Robinson,1
Hannah Hurnard,1
Jon   Stewart/Scott C. Jacobson,1
Jacob Weisberg/Al Franken,1
Al Franken/Melody Beattie/Stuart Smalley,1
Wayne G. Hammond/Christina Scull/J.R.R. Tolkien,1
J.R.R. Tolkien/Christopher Tolkien/Alan  Lee,1
Douglas A. Anderson/Frank R. Stockton/Ludwig Tieck/Richard Garnett/H. Rider Haggard/Andrew Lang/William Hope Hodgson/E.A. Wyke-Smith/David  Lindsay/Clemence Housman/George MacDonald/Arthur Machen/A. Merritt/L. Frank Baum/Kenneth Morris/William Morris/James Branch Cabell/Lord Dunsany/Francis Stevens/E.H. Knatchbull-Hugessen/E. Nesbit,1
Wayne G. Hammond/Wayne G. Hammond,1
Jane Chance/Alfred Siewers,1
Rose A. Zimbardo/Neil D. Isaacs,1
Lisa Carey,1
Hayao Miyazaki/David Lewis/Toren Smith/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,1
Hiromu Arakawa/Akira Watanabe/Eric Searleman,1
Arthur Conan Doyle/Paul Bachem,1
Eric Tyson,1
Eric Tyson/Rich Tennant,1
Clare Naylor,1
Bruce H. Wilkinson/David Kopp/Heather Harpham Kopp,1
William Blake,1
Neil Gaiman/Mike Dringenberg/Chris Bachalo/Michael Zulli/Kelly Jones/Charles Vess/Colleen Doran/Malcolm Jones III/Steve Parkhouse/Daniel Vozzo/Lee Loughridge/Steve Oliff/Todd Klein/Dave McKean/Sam Kieth,1
Neil Gaiman/Sam Kieth/Mike Dringenberg/Malcolm Jones III/Todd Klein/Karen  Berger,1
William L. Shirer/Gordon A. Craig,1
William L. Shirer/John Keegan/Inga Shirer Dean,1
Elaine Barbieri/Constance O'Banyon/Evelyn Rogers/Bobbi Smith,1
Anton Chekhov/Ann Dunnigan/Rosamund Bartlett/Robert Brustein,1
Anton Chekhov/Ralph E. Matlaw,1
Anton Chekhov/David Plante/Constance Garnett,1
David G. Hartwell/Clive Barker/Ray Bradbury/John Collier/Shirley Jackson/Stephen King/Joyce Carol Oates,1
David G. Hartwell/Robert Aickman/Charlotte Perkins Gilman/William Faulkner/Robert Smythe Hichens/Richard Matheson/Joanna Russ/Dennis Etchison/D.H. Lawrence/Tanith Lee/Flannery O'Connor/Ramsey Campbell/Thomas M. Disch/Henry James/Theodore Sturgeon/Clive Barker/Edgar Allan Poe/Stephen King/Michael  Bishop/H.P. Lovecraft/J. Sheridan Le Fanu,1
David G. Hartwell/Fritz Leiber/Fitz-James O'Brien/Shirley Jackson/Ambrose Bierce/Edith Wharton/Algernon Blackwood/Thomas M. Disch/Robert Aickman/Philip K. Dick/Gene Wolfe/Charles Dickens/Stephen King/Joyce Carol Oates/Walter de la Mare/Ivan Turgenev/Robert W. Chambers/Oliver Onions,1
Todd Davis/Marc Frey,1
Roger Ebert/David Bordwell,1
Roger Ebert/Ray Ebert,1
Roger Ebert/Daniel Curley/Jack Lane,1
Louann Brizendine,1
Joaquin Miller/Alan Rosenus/Malcolm Margolin,1
Javier Cercas,1
Phil Town,1
David G. Hartwell,1
Yvonne Tasker,1
H. Rider Haggard,1
Laura Buller/D.K. Publishing,1
Tom D. Crouch,1
Paul Glovinsky/Art Spielman,1
Michael L. Perlis/Carla Jungquist/Michael T. Smith,1
Peter  Van Houten/Rich McCord,1
Javier Cercas/Anne McLean,1
Albert Speer,1
Gabriel García Márquez/Remy Gorga Filho,1
William Blake/Alicia Suskin Ostriker,1
L.M. Montgomery/Rea Wilmshurst,1
L.M. Montgomery/Susan O'Malley,1
Faïza Guène/Sarah    Adams,1
Otis Williams/Patricia Romanowski,1
Jill Colella/CliffsNotes,1
Nicholas Sparks/Micah Sparks,1
Nicholas Sparks/Ramón González Férriz,1
Edgar Allan Poe/Vincent  Price/Chandler Brossard,1
Dawn B. Sova,1
William S. Burroughs/James Grauerholz,1
William S. Burroughs/Oliver  Harris/Allen Ginsberg,1
V. Vale/Andrea Juno/William S. Burroughs/Throbbing Gristle/Brion Gysin,1
William S. Burroughs/Sylvère Lotringer,1
Murray Smith,1
Irvine Welsh/Eric Lindor Fall,1
Irvine Welsh/Alain Defossé,1
Carolyn Brown,1
Leonardo da Vinci/H. Anna Suh,1
Doris Lessing,1
Douglas R. Hofstadter,1
Margot Theis Raven/Jeannie Brett,1
Bruce Coville/Dennis Nolan,1
William Shakespeare/Robert     Smith/Jonathan    Morris,1
Paul Davies,1
G.E. Bentley Jr.,1
George MacDonald/Michael R. Phillips,1
Ivan Turgenev/Constance Garnett,1
Jane Moore,1
Amanda Clark,1
Justin   O'Brien,1
Antonio Gramsci,1
L.M. Montgomery/Mary Henley Rubio/Elizabeth Hillman Waterston,1
Sun Tzu/Roger T. Ames,1
Stan Jones,1
Andrei Codrescu/Laura Rosenthal,1
John Weld/Phil Interlandi,1
Gabrielle Ann Euvino/Lindsay Mack,1
Ewan McGregor/Charley Boorman/Robert Uhlig,1
Daniel Abraham,1
Charles Willeford/James Lee Burke,1
Charles Willeford/Lawrence Block,1
Charles Willeford/Elmore Leonard,1
Edward Lear/Laura Huliska-Beith/Edward Mendelson,1
Henry Miller/Thomas H. Moore,1
Leo Tolstoy/David Magarshack/Priscilla Meyer,1
Leo Tolstoy/Richard Pevear/Larissa Volokhonsky/John Bayley,1
Wendy  Mitchell/June Kim,1
T.A. Barron/David Elliot,1
Alan Brennert,1
Eric Jensen,1
Angus Gellatly/Oscar Zárate/Richard Appignanesi,1
Isabel Allende/Richard D. Woods/Kenneth M. Taggart,1
Ivo Andrić/Ernst E. Jonas,1
Jean Estoril/Jenny Sanders,1
Mark Kurlansky/Dalai Lama XIV,1
Open City Magazine/James Purdy/Daniel Pinchbeck/Michael Cunningham/Deborah Garrison/Rem Koolhaas/Rick Moody/Strawberry Saroyan/Debra Garrison,1
E.B. White/Fred Marcellino,1
E.B. White/Garth Williams/Kate DiCamillo,1
Jennifer Frantz/E.B. White/Aleksey Ivanov/Olga Ivanov,1
Jed Carleton/Shawn Carman/Seth Mason/Robert    Lee/Travis Heerman/Aaron Medwin/Matthew S. Armstrong/D.J. Trindle/Cris Dornaus/Eric Steiger,1
Lewis Carroll/John Tenniel/Martin Gardner,1
Robert Sabuda/Lewis Carroll,1
Lewis Carroll/John Tenniel/Tan Lin,1
Lewis Carroll/Hugh Haughton/John Tenniel,1
William Manchester/Barrett Whitener,1
James Lincoln Collier/Christopher Collier,1
Victor Hugo/Charles E. Wilbour,1
Victor Hugo/Charles E. Wilbour/James K. Robinson,1
Victor Hugo/Charles E. Wilbour/Peter Washington,1
Monica Kulling/Victor Hugo,1
Elizabeth Stuart Phelps/Carol Phillips,1
Avi/Brian Floca,1
Anne Mazer/Monica Gesue/Joyce White,1
Gwyn Hyman Rubio,1
Lori Avocato/Dana Cameron/Mary Dahiem/Suzanne Macpherson/Cait London/Kerrelyn Sparks/Mary Daheim,1
Marisha Pessl,1
Lois Beckwith,1
Harry G. Frankfurt/Baruch Spinoza,1
Euripides/Gilbert Murray,1
David Grene/Richmond Lattimore/Aeschylus/Sophocles/Euripides,1
Ernest Hemingway/Stacy Keach,1
Gail Carson Levine,1
Peter David/George Pérez,1
Aristotle/Joe Sachs,1
Harold Bloom/Harper Lee,1
George Selden/Garth Williams,1
Sylvia Cassedy,1
David Poyer,1
Tamara Thorne,1
Tamora Pierce/Trini Alvarado,1
Masakazu Katsura,1
Michael R. Phillips,1
Barbara Ehrenreich/Deirdre English,1
Marcus Tullius Cicero/Walter Miller,1
Lisa Jackson,1
Jon M. Gibson/Chuck Klosterman,1
Mollie Hunter/Lisa Falkenstern,1
Anne Macdonald,1
Tom Hodgkinson,1
D.B. Wyndham-Lewis/Charles  Lee/Billy Collins/Max Beerbohm,1
Patrick O'Brian/Richard Snow,1
Mark LeVine/Michael Pollan/Stephen M. Pollan,1
Terry Gilliam/Ian Christie,1
Terry Gilliam/Charles McKeown,1
Graham Chapman/John Cleese/Terry Gilliam/Eric Idle/Terry Jones/Michael Palin,1
Graham Chapman/John Cleese/Terry Gilliam/Eric Idle/Terry Jones/Michael Palin/Bob McCabe,1
Graham Chapman/Eric Idle/Terry Gilliam/John Cleese/Terry Jones/Michael Palin/Roger Wilmut,1
Herbert Asbury/Jorge Luis Borges,1
Herbert Asbury,1
Mark Twain/Shelly Fisher Fishkin,1
Mark Twain/Scott McKowen,1
Mark Twain/Guy Cardwell/John Seelye,1
Jay Parini/August Wilson,1
Annalee Allen,1
Western Sonoma County Historical Society,1
Library Company of Philadelphia,1
Jacqueline Ann/Sheila Z.,1
Charles Baudelaire/Louise Varèse,1
Walter Benjamin/Michael W. Jennings/Rodney Livingstone/Edmund F.N. Jephcott/Harry Zohn/Howard Eiland,1
Charles Baudelaire/Wallace Fowlie,1
Charles Baudelaire/Andrew Brown/Margaret Drabble,1
Charles Baudelaire/Christopher Isherwood/W.H. Auden,1
Charles Baudelaire/Jonathon Mayne,1
Voltaire/Larousse,1
Voltaire/Mona Mulhair,1
Epictetus/Nicholas P. White,1
Epictetus/Sharon Lebell,1
Epictetus/William A. Oldfather,1
John Hodgman,1
Hermann Hesse/Stanley Appelbaum,1
S.M. Stirling,1
Anne McCaffrey/Dick Hill,1
Nigel Tranter,1
Walter Scott,1
Walter Scott/George Grant,1
Roger Lancelyn Green/Alan Langford,1
Ingri d'Aulaire/Edgar Parin d'Aulaire/Michael Chabon,1
Snorri Sturluson/Jesse L. Byock,1
Galina Krasskova/Swain Wódening,1
Barbara Leonie Picard/Rosamund Fowler,1
Rosalind Miles,1
Emily Jenkins/Paul O. Zelinsky,1
Andrew Delbanco,1
T. Coraghessan Boyle/Richard Poe,1
E.M. Forster/Gilbert Adair/Elizabeth Heine,1
P.N. Furbank,1
Deborah  Gordon,1
Ivo Andrić/William H. McNeill,1
Ivo Andrić/Pascale Delpech,1
Plato/Reginald E. Allen,1
David Cote/Stephen Schwartz/Joan Marcus/Winnie Holzman,1
Errol Flynn/Jeffrey Meyers,1
Roald Dahl/Jill Bennett,1
Michael Hanlon,1
Søren Kierkegaard/Howard Vincent Hong/Edna Hatlestad Hong,1
William Rodney Allen/Kurt Vonnegut Jr.,1
Philip Pullman/Diana Bryan,1
Michael O. Tunnell/Lloyd Alexander,1
Don DeLillo/Michel Courtois-Fourcy,1
Isabel Allende/Margaret Sayers Peden/محمدعلی مهمان‌نوازان,1
Darina Allen/Regina Sexton,1
James Graham Leyburn,1
Ashley Shannon,1
Juliette Aristides,1
Juliette De Bairacli Levy/Heather  Wood,1
Juliette De Bairacli Levy,1
Juliette Benzoni/Francisco Rodriguez de Lecea,1
William Sleator/Lawrence Di Fiori,1
William Sleator/Steven Kellogg,1
Russell Hoban/Lillian Hoban,1
John Kennedy Toole/Walker Percy,1
Gregory Maguire/Diana Bryan,1
Wallace Stegner/Jackson J. Benson,1
Steve Krug,1
E.M. Forster/Benjamin DeMott,1
Lionel Trilling/E.M. Forster,1
Marvin N. Olasky/John R. Perry,1
Ursula Ferrigno/Jason Lowe/Maxine  Clark,1
Giada De Laurentiis,1
Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,1
Barry Eisler,1
Colum McCann,1
Jay McInerney/Sylvie Durastanti,1
Jonathan Kozol,1
Neil Gaiman/Steve Parkhouse/Chris Bachalo/Michael Zulli/Mike Dringenberg/Malcolm Jones III/Todd Klein/Clive Barker,1
Neil Gaiman/Kelley Jones/Charles Vess/Colleen Doran/Malcolm Jones III/Steve Erickson,1
Søren Kierkegaard/Alastair Hannay,1
Søren Kierkegaard/Edna Hatlestad Hong/Howard Vincent Hong,1
Søren Kierkegaard/Victor Eremita/Alastair Hannay,1
Roland Barthes/Annette Lavers/Colin Smith/Susan Sontag,1
Anthony Grafton,1
Girolamo Cardano/Jean Stoner/Anthony Grafton,1
William Cronon,1
Sandra Balzo,1
James J. Gibson,1
Mark Manning,1
Arthur Nersesian,1
Alexandra Robbins,1
James Preller/R.W. Alley,1
James Preller/John Speirs/James Preller,1
James Preller/Jamie Smith/R.W. Alley,1
James Preller/John Speirs/R.W. Alley,1
Betty MacDonald/Hilary Knight,1
David Brin,1
Aristotle/W.S. Hett,1
Aristophanes/Peter Meineck/Ian C. Storey,1
Frances Hodgson Burnett/Nancy Bond,1
Ann Thwaite,1
Natalie Babbitt,1
Georg Wilhelm Friedrich Hegel/J. Sibree/C.J. Friedrich/Charles Hegel,1
Georg Wilhelm Friedrich Hegel/Robert S. Hartman,1
Georg Wilhelm Friedrich Hegel/Leo Rauch,1
Georg Wilhelm Friedrich Hegel/Allen W. Wood/Raymond Geuss,1
Kurt Reiter,1
James Krüss,1
Laurence Yep/Kam Mak/Ann Tashi Slater,1
Laurence Yep/David Wiesner,1
Neil Gaiman/Matt Wagner/George Pratt/Dick Giordano/Kelley Jones/P. Craig Russell/Mike Dringenberg/Malcolm Jones III/Todd Klein/Harlan Ellison,1
Neil Gaiman/Shawn McManus/Colleen Doran/Bryan Talbot/George Pratt/Stan Woch/Dick Giordano/Todd Klein,1
Neil Gaiman/Mike Allred/Gary Amaro/Mark Buckingham/David Giordano/Tony Harris/Steve Leialoha/Vince Locke/Shea Anton Pensa/Alec Stevens/Bryan Talbot/John Watkiss/Todd Klein/Michael Zulli/Stephen King,1
Neil Gaiman/Michael Zulli/Jon J. Muth/Charles Vess/Mikal Gilmore,1
Neil Gaiman/Bryan Talbot/Stan Woch/P. Craig Russell/Shawn McManus/John Watkiss/Jill Thompson/Duncan Eagleson/Kent Williams/Todd Klein,1
J. Anthony Lukas,1
Molly Bang,1
Andrew Weil,1
Bernard Malamud/Jonathan Safran Foer,1
Bernard Malamud/Robert Giroux,1
Bernard Malamud/Jonathan Rosen,1
Lawrence M. Lasher,1
Bernard Malamud/Aleksandar Hemon,1
Richard B. Lee,1
Kei Ohishi/Joe Swift,1
Steven C. Hayes/Spencer  Smith,1
Carol Stock Kranowitz/T.J. Wylie,1
Deborah Hopkinson,1
Dan Nadel,1
Carol Stock Kranowitz/T.J. Wylie/Trude Turnquist,1
Kenzaburō Ōe,1
Shūsaku Endō/William Johnston,1
Shūsaku Endō/Francis Mathy,1
Amartya Sen/Λία Βουτσοπούλου,1
Esmeralda Santiago,1
Nicholas    Evans/Rhonda  Evans,1
John M. Perkins/Shane Claiborne,1
Laurence Yep/Isadore Seltzer,1
Laurence Yep/Kam Mak,1
Andrew James McLean/Gary W. Eldred,1
Reza Aslan,1
George MacDonald Fraser,1
David Weber/John Ringo,1
Yann Martel/Nicole Martel/Emile Martel,1
Donald J. Trump/Tony Schwartz,1
Amy Cotler/Frances Hodgson Burnett/Prudence See,1
Selina Shirley Hastings/Juan Wijngaard,1
Overeaters Anonymous,1
Kimon Nicolaides/Mamie Harmon,1
Barbara Kingsolver/Steven L. Hopp/Camille Kingsolver/Richard A. Houser,1
John F. Nash/Harold William Kuhn/Sylvia Nasar,1
Robert C. O'Brien,1
Erich Fromm/محمود منقذ الهاشمي,1
Laura Esquivel/Jordi Castells,1
Laura Esquivel/Jordi Castells/Ernesto Mestre-Reed,1
Joseph Blotner,1
Stuart J. Murphy/Holly Keller,1
Natsuo Kirino/Stephen Snyder,1
Rachel Cohn/David Levithan,1
Neil Strauss/Jenna Jameson,1
Mystery/Neil Strauss,1
Neil Strauss/Vince Neil/Nikki Sixx/Mick Mars/Tommy Lee,1
Marilyn Manson/Neil Strauss/Gilles Vaugeois,1
Jostein Gaarder/Paulette Møller,1
Jostein Gaarder/Anne   Born,1
Christopher   Black/Mark Anestis,1
Samuel Hynes,1
Augustine of Hippo/J.M. Lelen,1
Augustine of Hippo/Henry Bettenson,1
Eleanor J. Gibson,1
Tacitus/Alfred J. Church/William Jackson Brodribb/Moses Hadas,1
Tacitus/Harold Mattingly/S.A. Handford,1
Tacitus/Maurice Hutton/Robert Maxwell Ogilvie/E.H. Warmington/William Peterson/Michael Winterbottom,1
Tacitus/Anthony Richard Birley,1
Adam Smith,1
Adam Smith/Robert B. Reich,1
Mira Nair/Jhumpa Lahiri,1
Robert Penn Warren/John Burt/Harold Bloom,1
Robert Penn Warren/James H. Justus/Xavier Pàmies,1
Jeannette Walls/Julia Gibson,1
Jimmy Carter/Amy Carter,1
Thomas Aquinas/Ralph McInerny,1
Thomas Aquinas/Timothy McDermott,1
Thomas Aquinas/John A. Oesterle,1
Anita Diamant/Karen Kushner,1
Isaac Bashevis Singer/Herb Johnson,1
Isaac Bashevis Singer,1
Isaac Bashevis Singer/Cecil Hemley,1
William J. Bennett,1
Alexis de Tocqueville/Eduardo Brandão/Phillips Bradley/Luann Walther,1
Alexis de Tocqueville/John Stone/Stephen Mennell,1
R.R. Palmer,1
Michael Swanwick,1
Winston S. Churchill/John Keegan,1
Winston S. Churchill/Denis Kelly,1
John Guare,1
Jorge Bucay/Silvia Salinas,1
Mark Twain/Michael Patrick Hearn/E.W. Kemble,1
Mark Twain/Lin Salamo/Victor Fischer/Michael B. Frank,1
James Hilton,1
Nancy Friday,1
Frances Hodgson Burnett,1
Frances Hodgson Burnett/Sandra M. Gilbert,1
James M. Cain,1
Laura Godwin/John Wallace,1
Rich Wulf/Shawn Carman/Seth Mason/Rob Vaux/Katie Yates/Brian Yoon/Fred Wan/D.J. Trindle,1
Gregory Bassham/Eric Bronson,1
Diane Haeger,1
Satoru Kannagi/Hotaru Odagiri/Allison Markin Powell,1
W.G. Sebald/Michael Hulse,1
Satoru Kannagi/Hotaru Odagiri/Sachiko Sato,1
Misao Inagaki/Hiroshi Takahashi,1
G.K. Chesterton/Anton C. Pegis,1
Huston Smith/Philip Novak,1
Hermann Hesse/Michael E. Roloff,1
Dai Sijie/Ina Rilke,1
Honoré de Balzac/Ellen Marriage/George Saintsbury,1
Honoré de Balzac/Donald Adamson,1
Honoré de Balzac/Rayner Heppenstall,1
Alan  Lee/Ian McKellen,1
Miyamoto Musashi/William Scott Wilson/Shiro Tsujimura,1
Lauren Willig,1
Marthe Le Van/Robert W. Ebendorf/Lark Books,1
Matthew Barber/Elizabeth von Arnim,1
Elizabeth von Arnim,1
Mark Twain/Guy Cardwell/Louis J. Budd,1
Mark Twain/Guy Cardwell/John Seelye/Walter Trier,1
Mark Twain/E.W. Kemble,1
Mark Twain/George Saunders,1
Michael     Lewis/Glenn Stout,1
Peter Conn,1
Bret Easton Ellis/Pierre Guglielmina,1
David Schickler,1
Burton G. Malkiel,1
Burton G. Malkiel/Christopher Flavin,1
Brad Meltzer/Rags Morales/Michael Bair/Joss Whedon,1
Kurt Busiek/Stuart Immonen,1
Deborah Bray Haddock,1
Margaret Peterson Haddix,1
Andrew      Hunt,1
Michael Eliot Howard,1
Iraj Pezeshkzad/Dick Davis/Azar Nafisi,1
Leo Tolstoy/Aylmer Maude/Louise Maude/Azar Nafisi,1
Abolqasem Ferdowsi/Dick Davis/Azar Nafisi,1
Jan Guillou/Anna Paterson,1
Daniel Defoe/John J. Richetti,1
Daniel Defoe/Michael Shinagel,1
Daniel Defoe/Avi,1
Daniel Defoe,1
Daniel Defoe/Manuel Schonhorn/Charles   Johnson,1
Mark Twain/Paul Baender/Dahlia Armon/Walter Blair,1
Viktor E. Frankl/Ilse Lasch/Gordon W. Allport,1
Rheta Grimsley Johnson,1
Chip Kidd/Jean Schulz/Charles M. Schulz/Geoff Spear,1
Kuki Gallmann,1
Hannah Arendt/Joanna Vecchiarelli Scott/Judith Chelius Stark,1
Sophie Braimbridge/Erica Jankovich,1
Honoré de Balzac/Herbert J. Hunt,1
Marshall McLuhan/Quentin Fiore/Jerome Agel,1
Marshall McLuhan/Eric McLuhan/Frank Zingrone,1
Marshall McLuhan/W. Terrence Gordon/Philip B. Meggs,1
Daniel Goleman/Warren Bennis,1
Yohanan Aharoni/Michael Avi-Yonah,1
Margaret MacMillan/Richard Holbrooke,1
Xenophon/Edgar C. Marchant/G.W. Bowersock,1
Milan Kundera/Suzanne Rappaport,1
Robin Lane Fox,1
Padraic Colum/Willy Pogány,1
Homer Hickam,1
Viktor E. Frankl/Ilse Lasch/Harold S. Kushner/William J. Winslade,1
Martha Hailey DuBose/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober,1
Frances Hodgson Burnett/Alison Lurie,1
Tsugumi Ohba/Takeshi Obata/大場 つぐみ/小畑 健,1
Patrick Süskind/John E. Woods,1
Patrick Süskind/Jean-Jacques Sempé,1
Gary Paulsen/Steve Chorney,1
Mike  Rowe/Ronald Radano,1
Thomas Bulfinch/Richard P. Martin,1
Janette K. Klingner/Sharon R. Vaughn/Alison Boardman,1
Judith Thurman,1
Isak Dinesen/Karen Blixen/Frans Lasson/Anne   Born,1
Karen Hesse/Wendy Watson,1
Erin McKean,1
Janwillem van de Wetering,1
Janwillem van de Wetering/Arthur P. Yin,1
Chiho Saito/Be-Pas,1
Chiho Saito/Lillian Olsen/Be-Papas,1
Plotinus/Stephen MacKenna/John M. Dillon,1
Plotinus/A.H. Armstrong,1
Karl Jaspers/Ralph Manheim,1
Frances Stonor Saunders,1
Mark Cohen,1
Peter Olafson,1
Richard A. Knaak/Margaret Weis,1
E.E. Cummings/George J. Firmage,1
Dennis Slifer/R. Carlos Nakai,1
Beth Moore,1
Terry Cooper,1
Garth Ennis,1
Antonio Negri/Michael Hardt,1
Antonio Negri/Matteo Mandarini,1
Timothy S. Murphy/Abdul-Karim Mustapha,1
Jane Medwell/David Wray,1
Georg Wilhelm Friedrich Hegel/Carl Joachim Friedrich,1
Walter Kaufmann,1
Jean-Paul Sartre/Michael Walzer/George J. Becker,1
Eric A. Meyer,1
Makoto Inoue/Hiromu Arakawa/Alexander O. Smith/Rich Amtower,1
Stephen G. Kochan,1
Mark Twain/David Lionel Smith/Sherley Anne Williams,1
Mark Twain/Michael Prichard,1
Katherine Paterson/Donna Diamond,1
Emil M. Cioran/Richard Howard,1
Tanya Huff,1
Rosalind Laker,1
David Allen Sibley,1
C.D.B. Bryan,1
National Geographic Society,1
Donald J. Crump/William R. Gray,1
Satosumi Takaguchi/Yukine Honami,1
Norman Kolpas/Allan Rosenberg/Chuck Williams/Laurie Wertz,1
Chuck Williams/Laurie Wertz/John Phillip Carroll,1
